id;CFR;MONTH;Gear;VL;harbour;fishday;avg_depth;GVL_sum
85;boat_100;January;OTB;VL1824;SAN REMO;12;7792;5,02727E+14
85;boat_100;September;OTB;VL1824;SAN REMO;8;7792;3,61071E+13
85;boat_100;December;OTB;VL1824;SAN REMO;7;7792;1,38285E+14
85;boat_100;November;OTB;VL1824;SAN REMO;6;7792;4,19696E+14
85;boat_100;May;OTB;VL1824;SAN REMO;10;7792;2,12485E+14
85;boat_100;August;OTB;VL1824;SAN REMO;9;7792;0
85;boat_100;June;OTB;VL1824;SAN REMO;7;7792;7,08448E+14
85;boat_15;May;OTB;VL1824;SAN REMO;9;7792;4,7393E+14
85;boat_15;December;OTB;VL1824;SAN REMO;17;7792;3,33151E+14
85;boat_15;November;OTB;VL1824;SAN REMO;16;7792;3,773E+14
85;boat_15;September;OTB;VL1824;SAN REMO;16;7792;5,07816E+14
85;boat_15;August;OTB;VL1824;SAN REMO;8;7792;0
85;boat_15;June;OTB;VL1824;SAN REMO;11;7792;3,03591E+13
85;boat_16;January;OTB;VL1824;SAN REMO;14;7792;1,74374E+14
85;boat_16;November;OTB;VL1824;SAN REMO;13;7792;2,23878E+14
85;boat_16;December;OTB;VL1824;SAN REMO;12;7792;2,91735E+14
85;boat_16;February;OTB;VL1824;SAN REMO;11;7792;4,16351E+14
85;boat_16;March;OTB;VL1824;SAN REMO;10;7792;1,48777E+14
85;boat_16;April;OTB;VL1824;SAN REMO;10;7792;2,8947E+14
85;boat_16;August;OTB;VL1824;SAN REMO;12;7792;1,15116E+14
85;boat_16;September;OTB;VL1824;SAN REMO;12;7792;3,66258E+14
85;boat_16;May;OTB;VL1824;SAN REMO;13;7792;2,51857E+14
85;boat_16;June;OTB;VL1824;SAN REMO;15;7792;2,28026E+14
86;boat_100;January;OTB;VL1824;SAN REMO;12;3,67359E+14;4,23301E+14
86;boat_100;February;OTB;VL1824;SAN REMO;6;3,67359E+14;4,9445E+14
86;boat_100;December;OTB;VL1824;SAN REMO;7;3,67359E+14;2,39121E+14
86;boat_100;April;OTB;VL1824;SAN REMO;8;3,67359E+14;1,13094E+14
86;boat_100;May;OTB;VL1824;SAN REMO;10;3,67359E+14;5,84606E+13
86;boat_100;September;OTB;VL1824;SAN REMO;8;3,67359E+14;1,91048E+14
86;boat_100;August;OTB;VL1824;SAN REMO;9;3,67359E+14;4,22027E+14
86;boat_100;June;OTB;VL1824;SAN REMO;7;3,67359E+14;2,59609E+14
86;boat_100;July;OTB;VL1824;SAN REMO;8;3,67359E+14;2,28378E+14
86;boat_100;November;OTB;VL1824;SAN REMO;6;3,67359E+14;4,48753E+14
86;boat_100;October;OTB;VL1824;SAN REMO;2;3,67359E+14;4,67055E+14
86;boat_105;January;OTB;VL1218;SAN REMO;6;3,67359E+14;7,89627E+14
86;boat_105;December;OTB;VL1218;SAN REMO;8;3,67359E+14;9,01271E+14
86;boat_105;May;OTB;VL1218;SAN REMO;6;3,67359E+14;3,27534E+14
86;boat_105;April;OTB;VL1218;SAN REMO;6;3,67359E+14;4,70322E+14
86;boat_105;June;OTB;VL1218;SAN REMO;9;3,67359E+14;4,2538E+14
86;boat_105;July;OTB;VL1218;SAN REMO;7;3,67359E+14;1,87741E+14
86;boat_105;September;OTB;VL1218;SAN REMO;6;3,67359E+14;5,22961E+14
86;boat_15;January;OTB;VL1824;SAN REMO;16;3,67359E+14;7,48169E+14
86;boat_15;June;OTB;VL1824;SAN REMO;11;3,67359E+14;4,91272E+14
86;boat_15;December;OTB;VL1824;SAN REMO;17;3,67359E+14;1,6367E+14
86;boat_15;May;OTB;VL1824;SAN REMO;9;3,67359E+14;1,20451E+14
86;boat_15;September;OTB;VL1824;SAN REMO;16;3,67359E+14;1,50695E+14
86;boat_15;August;OTB;VL1824;SAN REMO;8;3,67359E+14;1,31109E+14
86;boat_15;July;OTB;VL1824;SAN REMO;10;3,67359E+14;3,24671E+14
86;boat_15;April;OTB;VL1824;SAN REMO;11;3,67359E+14;2,17903E+13
86;boat_15;November;OTB;VL1824;SAN REMO;16;3,67359E+14;4,82833E+14
86;boat_15;October;OTB;VL1824;SAN REMO;2;3,67359E+14;1,66789E+14
86;boat_153;December;OTB;VL1218;SAN REMO;8;3,67359E+14;8,86039E+13
86;boat_153;September;OTB;VL1218;SAN REMO;10;3,67359E+14;8,67172E+14
86;boat_153;May;OTB;VL1218;SAN REMO;7;3,67359E+14;1,09688E+14
86;boat_153;April;OTB;VL1218;SAN REMO;5;3,67359E+14;5,71117E+13
86;boat_153;June;OTB;VL1218;SAN REMO;6;3,67359E+14;6,28738E+13
86;boat_153;July;OTB;VL1218;SAN REMO;8;3,67359E+14;6,98465E+14
86;boat_16;January;OTB;VL1824;SAN REMO;14;3,67359E+14;4,82447E+14
86;boat_16;February;OTB;VL1824;SAN REMO;11;3,67359E+14;2,65372E+13
86;boat_16;June;OTB;VL1824;SAN REMO;15;3,67359E+14;3,07496E+13
86;boat_16;November;OTB;VL1824;SAN REMO;13;3,67359E+14;1,22976E+14
86;boat_16;December;OTB;VL1824;SAN REMO;12;3,67359E+14;9,08313E+14
86;boat_16;April;OTB;VL1824;SAN REMO;10;3,67359E+14;8,20108E+14
86;boat_16;May;OTB;VL1824;SAN REMO;13;3,67359E+14;4,54312E+14
86;boat_16;September;OTB;VL1824;SAN REMO;12;3,67359E+14;8,20486E+14
86;boat_16;August;OTB;VL1824;SAN REMO;12;3,67359E+14;1,10319E+14
86;boat_16;July;OTB;VL1824;SAN REMO;12;3,67359E+14;1,99088E+14
86;boat_16;October;OTB;VL1824;SAN REMO;1;3,67359E+14;1,54184E+14
87;boat_100;January;OTB;VL1824;SAN REMO;12;580;6,32777E+14
87;boat_15;January;OTB;VL1824;SAN REMO;16;580;9,0388E+14
87;boat_16;January;OTB;VL1824;SAN REMO;14;580;4,17785E+14
155;boat_100;May;OTB;VL1824;SAN REMO;10;1898;3,20687E+14
155;boat_100;June;OTB;VL1824;SAN REMO;7;1898;1,45603E+13
155;boat_100;July;OTB;VL1824;SAN REMO;8;1898;6,33364E+14
155;boat_100;April;OTB;VL1824;SAN REMO;8;1898;8,63244E+14
155;boat_15;May;OTB;VL1824;SAN REMO;9;1898;3,74793E+14
155;boat_15;June;OTB;VL1824;SAN REMO;11;1898;3,63972E+14
155;boat_15;July;OTB;VL1824;SAN REMO;10;1898;3,7327E+14
155;boat_16;May;OTB;VL1824;SAN REMO;13;1898;6,64064E+14
155;boat_16;June;OTB;VL1824;SAN REMO;15;1898;3,60498E+14
155;boat_16;July;OTB;VL1824;SAN REMO;12;1898;1,90818E+14
155;boat_16;April;OTB;VL1824;SAN REMO;10;1898;5,49593E+14
156;boat_100;June;OTB;VL1824;SAN REMO;7;4,27163E+14;2,73956E+14
156;boat_100;July;OTB;VL1824;SAN REMO;8;4,27163E+14;7,24275E+14
156;boat_100;January;OTB;VL1824;SAN REMO;12;4,27163E+14;2,32535E+14
156;boat_100;April;OTB;VL1824;SAN REMO;8;4,27163E+14;1,91336E+14
156;boat_100;May;OTB;VL1824;SAN REMO;10;4,27163E+14;5,11085E+14
156;boat_100;August;OTB;VL1824;SAN REMO;9;4,27163E+14;2,58425E+14
156;boat_100;September;OTB;VL1824;SAN REMO;8;4,27163E+14;6,01918E+14
156;boat_100;December;OTB;VL1824;SAN REMO;7;4,27163E+14;7,92466E+14
156;boat_100;October;OTB;VL1824;SAN REMO;2;4,27163E+14;5,3711E+14
156;boat_100;November;OTB;VL1824;SAN REMO;6;4,27163E+14;6,84063E+14
156;boat_105;May;OTB;VL1218;SAN REMO;6;4,27163E+14;1,11179E+14
156;boat_105;September;OTB;VL1218;SAN REMO;6;4,27163E+14;2,70321E+14
156;boat_105;December;OTB;VL1218;SAN REMO;8;4,27163E+14;2,22483E+14
156;boat_105;April;OTB;VL1218;SAN REMO;6;4,27163E+14;8,21009E+14
156;boat_105;June;OTB;VL1218;SAN REMO;9;4,27163E+14;2,23597E+14
156;boat_15;June;OTB;VL1824;SAN REMO;11;4,27163E+14;4,63082E+14
156;boat_15;July;OTB;VL1824;SAN REMO;10;4,27163E+14;8,1987E+14
156;boat_15;January;OTB;VL1824;SAN REMO;16;4,27163E+14;1,27913E+14
156;boat_15;April;OTB;VL1824;SAN REMO;11;4,27163E+14;2,30108E+14
156;boat_15;May;OTB;VL1824;SAN REMO;9;4,27163E+14;2,90446E+14
156;boat_15;August;OTB;VL1824;SAN REMO;8;4,27163E+14;3,46657E+14
156;boat_15;September;OTB;VL1824;SAN REMO;16;4,27163E+14;1,11598E+14
156;boat_15;December;OTB;VL1824;SAN REMO;17;4,27163E+14;2,03757E+14
156;boat_15;October;OTB;VL1824;SAN REMO;2;4,27163E+14;5,75419E+13
156;boat_15;November;OTB;VL1824;SAN REMO;16;4,27163E+14;2,19856E+14
156;boat_153;May;OTB;VL1218;SAN REMO;7;4,27163E+14;2,68635E+14
156;boat_153;September;OTB;VL1218;SAN REMO;10;4,27163E+14;1,92879E+14
156;boat_153;December;OTB;VL1218;SAN REMO;8;4,27163E+14;1,03807E+14
156;boat_153;April;OTB;VL1218;SAN REMO;5;4,27163E+14;7,79578E+14
156;boat_153;June;OTB;VL1218;SAN REMO;6;4,27163E+14;5,40262E+14
156;boat_16;June;OTB;VL1824;SAN REMO;15;4,27163E+14;3,35047E+13
156;boat_16;July;OTB;VL1824;SAN REMO;12;4,27163E+14;6,79902E+14
156;boat_16;January;OTB;VL1824;SAN REMO;14;4,27163E+14;1,20312E+14
156;boat_16;April;OTB;VL1824;SAN REMO;10;4,27163E+14;1,38886E+14
156;boat_16;May;OTB;VL1824;SAN REMO;13;4,27163E+14;5,59666E+14
156;boat_16;August;OTB;VL1824;SAN REMO;12;4,27163E+14;2,02851E+14
156;boat_16;September;OTB;VL1824;SAN REMO;12;4,27163E+14;3,80047E+13
156;boat_16;December;OTB;VL1824;SAN REMO;12;4,27163E+14;1,8051E+14
156;boat_16;October;OTB;VL1824;SAN REMO;1;4,27163E+14;5,31933E+14
156;boat_16;November;OTB;VL1824;SAN REMO;13;4,27163E+14;2,98087E+14
156;boat_17;September;OTB;VL1218;SAN REMO;7;4,27163E+14;6,33135E+14
157;boat_100;June;OTB;VL1824;SAN REMO;7;661;1,58081E+14
157;boat_100;July;OTB;VL1824;SAN REMO;8;661;6,40136E+14
157;boat_100;August;OTB;VL1824;SAN REMO;9;661;1,43442E+14
157;boat_100;April;OTB;VL1824;SAN REMO;8;661;4,70281E+14
157;boat_105;May;OTB;VL1218;SAN REMO;6;661;1,17877E+14
157;boat_105;June;OTB;VL1218;SAN REMO;9;661;1,63618E+14
157;boat_105;October;OTB;VL1218;SAN REMO;2;661;8,1188E+14
157;boat_15;June;OTB;VL1824;SAN REMO;11;661;2,25808E+14
157;boat_15;July;OTB;VL1824;SAN REMO;10;661;8,52158E+13
157;boat_15;August;OTB;VL1824;SAN REMO;8;661;8,64409E+14
157;boat_15;April;OTB;VL1824;SAN REMO;11;661;7,55737E+14
157;boat_153;May;OTB;VL1218;SAN REMO;7;661;9,11418E+14
157;boat_153;June;OTB;VL1218;SAN REMO;6;661;1,31712E+13
157;boat_16;June;OTB;VL1824;SAN REMO;15;661;1,66994E+14
157;boat_16;July;OTB;VL1824;SAN REMO;12;661;7,64553E+14
157;boat_16;August;OTB;VL1824;SAN REMO;12;661;1,06544E+14
157;boat_16;April;OTB;VL1824;SAN REMO;10;661;9,31497E+14
225;boat_100;January;OTB;VL1824;SAN REMO;12;7025;1,71754E+13
225;boat_105;May;OTB;VL1218;SAN REMO;6;7025;7,43161E+14
225;boat_105;January;OTB;VL1218;SAN REMO;6;7025;1,63179E+14
225;boat_16;September;OTB;VL1824;SAN REMO;12;7025;2,49991E+14
226;boat_105;May;OTB;VL1218;SAN REMO;6;4,50167E+14;6,15008E+14
226;boat_105;January;OTB;VL1218;SAN REMO;6;4,50167E+14;4,39628E+13
226;boat_105;March;OTB;VL1218;SAN REMO;4;4,50167E+14;1,34558E+14
226;boat_105;June;OTB;VL1218;SAN REMO;9;4,50167E+14;6,53156E+14
226;boat_153;June;OTB;VL1218;SAN REMO;6;4,50167E+14;1,10472E+14
226;boat_17;March;OTB;VL1218;SAN REMO;7;4,50167E+14;4,84289E+14
294;boat_16;June;OTB;VL1824;SAN REMO;15;41;1,32308E+13
295;boat_100;September;OTB;VL1824;SAN REMO;8;1,80813E+13;4,67982E+14
295;boat_100;December;OTB;VL1824;SAN REMO;7;1,80813E+13;6,4731E+14
295;boat_105;March;OTB;VL1218;SAN REMO;4;1,80813E+13;4,68075E+14
295;boat_105;December;OTB;VL1218;SAN REMO;8;1,80813E+13;2,72619E+14
295;boat_105;February;OTB;VL1218;SAN REMO;7;1,80813E+13;8,86486E+14
295;boat_105;July;OTB;VL1218;SAN REMO;7;1,80813E+13;7,12364E+14
295;boat_105;November;OTB;VL1218;SAN REMO;5;1,80813E+13;4,30574E+14
295;boat_105;September;OTB;VL1218;SAN REMO;6;1,80813E+13;2,8432E+13
295;boat_105;January;OTB;VL1218;SAN REMO;6;1,80813E+13;1,51006E+14
295;boat_105;May;OTB;VL1218;SAN REMO;6;1,80813E+13;7,43491E+14
295;boat_105;October;OTB;VL1218;SAN REMO;2;1,80813E+13;8,69669E+14
295;boat_105;April;OTB;VL1218;SAN REMO;6;1,80813E+13;0
295;boat_105;June;OTB;VL1218;SAN REMO;9;1,80813E+13;8,00272E+12
295;boat_153;March;OTB;VL1218;SAN REMO;5;1,80813E+13;8,3905E+14
295;boat_153;July;OTB;VL1218;SAN REMO;8;1,80813E+13;8,03244E+14
295;boat_153;September;OTB;VL1218;SAN REMO;10;1,80813E+13;8,01481E+13
295;boat_153;December;OTB;VL1218;SAN REMO;8;1,80813E+13;1,40674E+12
295;boat_153;January;OTB;VL1218;SAN REMO;6;1,80813E+13;1,57173E+13
295;boat_153;February;OTB;VL1218;SAN REMO;5;1,80813E+13;2,41255E+14
295;boat_153;April;OTB;VL1218;SAN REMO;5;1,80813E+13;0
295;boat_16;September;OTB;VL1824;SAN REMO;12;1,80813E+13;4,86998E+14
295;boat_16;February;OTB;VL1824;SAN REMO;11;1,80813E+13;1,27884E+14
295;boat_16;December;OTB;VL1824;SAN REMO;12;1,80813E+13;1,83163E+14
295;boat_17;March;OTB;VL1218;SAN REMO;7;1,80813E+13;2,30956E+14
295;boat_17;December;OTB;VL1218;SAN REMO;7;1,80813E+13;4,74735E+14
295;boat_17;February;OTB;VL1218;SAN REMO;6;1,80813E+13;2,26611E+13
295;boat_17;July;OTB;VL1218;SAN REMO;8;1,80813E+13;2,56388E+14
295;boat_17;September;OTB;VL1218;SAN REMO;7;1,80813E+13;1,0233E+14
295;boat_17;January;OTB;VL1218;SAN REMO;7;1,80813E+13;8,77944E+14
295;boat_17;May;OTB;VL1218;SAN REMO;7;1,80813E+13;2,58034E+13
295;boat_17;October;OTB;VL1218;SAN REMO;4;1,80813E+13;4,69506E+14
295;boat_17;April;OTB;VL1218;SAN REMO;6;1,80813E+13;0
295;boat_17;June;OTB;VL1218;SAN REMO;8;1,80813E+13;1,70542E+14
295;boat_17;November;OTB;VL1218;SAN REMO;6;1,80813E+13;6,50375E+14
296;boat_100;March;OTB;VL1824;SAN REMO;6;4,89693E+14;4,49058E+14
296;boat_100;August;OTB;VL1824;SAN REMO;9;4,89693E+14;3,43225E+14
296;boat_100;September;OTB;VL1824;SAN REMO;8;4,89693E+14;1,28672E+14
296;boat_100;April;OTB;VL1824;SAN REMO;8;4,89693E+14;4,70488E+14
296;boat_105;September;OTB;VL1218;SAN REMO;6;4,89693E+14;2,88971E+14
296;boat_105;January;OTB;VL1218;SAN REMO;6;4,89693E+14;0
296;boat_105;March;OTB;VL1218;SAN REMO;4;4,89693E+14;7,48302E+14
296;boat_105;December;OTB;VL1218;SAN REMO;8;4,89693E+14;5,59796E+14
296;boat_105;July;OTB;VL1218;SAN REMO;7;4,89693E+14;1,3215E+14
296;boat_105;August;OTB;VL1218;SAN REMO;6;4,89693E+14;4,16812E+14
296;boat_105;April;OTB;VL1218;SAN REMO;6;4,89693E+14;1,62859E+14
296;boat_105;May;OTB;VL1218;SAN REMO;6;4,89693E+14;4,97053E+14
296;boat_105;November;OTB;VL1218;SAN REMO;5;4,89693E+14;1,42597E+14
296;boat_15;March;OTB;VL1824;SAN REMO;12;4,89693E+14;4,57266E+14
296;boat_15;April;OTB;VL1824;SAN REMO;11;4,89693E+14;3,02428E+14
296;boat_153;January;OTB;VL1218;SAN REMO;6;4,89693E+14;0
296;boat_153;March;OTB;VL1218;SAN REMO;5;4,89693E+14;1,68753E+14
296;boat_153;September;OTB;VL1218;SAN REMO;10;4,89693E+14;6,25542E+14
296;boat_153;December;OTB;VL1218;SAN REMO;8;4,89693E+14;9,3835E+14
296;boat_153;July;OTB;VL1218;SAN REMO;8;4,89693E+14;3,98677E+14
296;boat_153;August;OTB;VL1218;SAN REMO;6;4,89693E+14;5,70976E+14
296;boat_153;April;OTB;VL1218;SAN REMO;5;4,89693E+14;6,48128E+14
296;boat_153;May;OTB;VL1218;SAN REMO;7;4,89693E+14;7,3104E+14
296;boat_16;March;OTB;VL1824;SAN REMO;10;4,89693E+14;1,57416E+13
296;boat_16;September;OTB;VL1824;SAN REMO;12;4,89693E+14;2,31031E+14
296;boat_17;September;OTB;VL1218;SAN REMO;7;4,89693E+14;1,60737E+14
296;boat_17;January;OTB;VL1218;SAN REMO;7;4,89693E+14;0
296;boat_17;March;OTB;VL1218;SAN REMO;7;4,89693E+14;1,25684E+14
296;boat_17;December;OTB;VL1218;SAN REMO;7;4,89693E+14;9,06647E+14
296;boat_17;July;OTB;VL1218;SAN REMO;8;4,89693E+14;3,10275E+14
296;boat_17;August;OTB;VL1218;SAN REMO;6;4,89693E+14;5,62221E+14
296;boat_17;April;OTB;VL1218;SAN REMO;6;4,89693E+14;2,1722E+14
296;boat_17;May;OTB;VL1218;SAN REMO;7;4,89693E+14;1,92507E+14
296;boat_17;November;OTB;VL1218;SAN REMO;6;4,89693E+14;1,64246E+14
364;boat_100;May;OTB;VL1824;SAN REMO;10;547;7,26819E+14
364;boat_100;August;OTB;VL1824;SAN REMO;9;547;1,12923E+14
364;boat_100;January;OTB;VL1824;SAN REMO;12;547;1,85724E+14
364;boat_100;February;OTB;VL1824;SAN REMO;6;547;3,99585E+14
364;boat_100;June;OTB;VL1824;SAN REMO;7;547;2,38684E+14
364;boat_100;July;OTB;VL1824;SAN REMO;8;547;0
364;boat_100;September;OTB;VL1824;SAN REMO;8;547;2,57108E+14
364;boat_100;December;OTB;VL1824;SAN REMO;7;547;6,06341E+14
364;boat_105;April;OTB;VL1218;SAN REMO;6;547;1,26032E+14
364;boat_105;March;OTB;VL1218;SAN REMO;4;547;1,12172E+13
364;boat_105;November;OTB;VL1218;SAN REMO;5;547;1,67087E+14
364;boat_105;May;OTB;VL1218;SAN REMO;6;547;5,96891E+13
364;boat_105;June;OTB;VL1218;SAN REMO;9;547;3,4876E+14
364;boat_105;August;OTB;VL1218;SAN REMO;6;547;7,59821E+14
364;boat_105;September;OTB;VL1218;SAN REMO;6;547;6,78846E+13
364;boat_105;December;OTB;VL1218;SAN REMO;8;547;4,68262E+14
364;boat_105;July;OTB;VL1218;SAN REMO;7;547;3,89344E+14
364;boat_15;May;OTB;VL1824;SAN REMO;9;547;0
364;boat_15;June;OTB;VL1824;SAN REMO;11;547;2,55708E+14
364;boat_153;March;OTB;VL1218;SAN REMO;5;547;1,36001E+14
364;boat_153;May;OTB;VL1218;SAN REMO;7;547;5,85774E+14
364;boat_153;June;OTB;VL1218;SAN REMO;6;547;3,55812E+12
364;boat_153;August;OTB;VL1218;SAN REMO;6;547;5,33417E+13
364;boat_153;November;OTB;VL1218;SAN REMO;4;547;4,59079E+14
364;boat_153;September;OTB;VL1218;SAN REMO;10;547;2,75801E+14
364;boat_153;December;OTB;VL1218;SAN REMO;8;547;3,168E+14
364;boat_153;July;OTB;VL1218;SAN REMO;8;547;1,59641E+14
364;boat_16;May;OTB;VL1824;SAN REMO;13;547;3,83901E+14
364;boat_16;August;OTB;VL1824;SAN REMO;12;547;3,72783E+14
364;boat_16;January;OTB;VL1824;SAN REMO;14;547;3,70297E+14
364;boat_16;February;OTB;VL1824;SAN REMO;11;547;1,64889E+14
364;boat_16;June;OTB;VL1824;SAN REMO;15;547;2,36384E+14
364;boat_16;July;OTB;VL1824;SAN REMO;12;547;0
364;boat_16;September;OTB;VL1824;SAN REMO;12;547;3,63757E+13
364;boat_17;April;OTB;VL1218;SAN REMO;6;547;2,55151E+14
364;boat_17;May;OTB;VL1218;SAN REMO;7;547;3,56861E+14
364;boat_17;June;OTB;VL1218;SAN REMO;8;547;1,92243E+14
364;boat_17;August;OTB;VL1218;SAN REMO;6;547;2,04028E+14
364;boat_17;November;OTB;VL1218;SAN REMO;6;547;3,12656E+14
364;boat_17;September;OTB;VL1218;SAN REMO;7;547;1,90364E+14
364;boat_17;March;OTB;VL1218;SAN REMO;7;547;6,90238E+14
364;boat_17;July;OTB;VL1218;SAN REMO;8;547;1,14651E+14
365;boat_100;March;OTB;VL1824;SAN REMO;6;3,19832E+14;7,47829E+14
365;boat_100;February;OTB;VL1824;SAN REMO;6;3,19832E+14;9,1138E+14
365;boat_100;December;OTB;VL1824;SAN REMO;7;3,19832E+14;8,3311E+14
365;boat_105;January;OTB;VL1218;SAN REMO;6;3,19832E+14;4,74599E+14
365;boat_105;September;OTB;VL1218;SAN REMO;6;3,19832E+14;1,88028E+14
365;boat_105;April;OTB;VL1218;SAN REMO;6;3,19832E+14;3,17161E+14
365;boat_105;December;OTB;VL1218;SAN REMO;8;3,19832E+14;4,15338E+14
365;boat_105;May;OTB;VL1218;SAN REMO;6;3,19832E+14;4,00833E+14
365;boat_105;July;OTB;VL1218;SAN REMO;7;3,19832E+14;5,81072E+14
365;boat_105;August;OTB;VL1218;SAN REMO;6;3,19832E+14;2,13774E+14
365;boat_105;February;OTB;VL1218;SAN REMO;7;3,19832E+14;1,20733E+14
365;boat_105;March;OTB;VL1218;SAN REMO;4;3,19832E+14;2,30248E+14
365;boat_105;November;OTB;VL1218;SAN REMO;5;3,19832E+14;3,05063E+14
365;boat_105;June;OTB;VL1218;SAN REMO;9;3,19832E+14;4,5818E+13
365;boat_15;March;OTB;VL1824;SAN REMO;12;3,19832E+14;2,67056E+13
365;boat_15;January;OTB;VL1824;SAN REMO;16;3,19832E+14;1,9484E+13
365;boat_15;February;OTB;VL1824;SAN REMO;15;3,19832E+14;1,95277E+14
365;boat_153;January;OTB;VL1218;SAN REMO;6;3,19832E+14;8,19533E+13
365;boat_153;April;OTB;VL1218;SAN REMO;5;3,19832E+14;1,44954E+14
365;boat_153;December;OTB;VL1218;SAN REMO;8;3,19832E+14;5,35378E+14
365;boat_153;May;OTB;VL1218;SAN REMO;7;3,19832E+14;9,45295E+14
365;boat_153;February;OTB;VL1218;SAN REMO;5;3,19832E+14;2,2015E+14
365;boat_153;March;OTB;VL1218;SAN REMO;5;3,19832E+14;3,41357E+14
365;boat_153;June;OTB;VL1218;SAN REMO;6;3,19832E+14;2,823E+14
365;boat_153;July;OTB;VL1218;SAN REMO;8;3,19832E+14;3,57831E+13
365;boat_153;August;OTB;VL1218;SAN REMO;6;3,19832E+14;1,39704E+14
365;boat_153;September;OTB;VL1218;SAN REMO;10;3,19832E+14;5,59412E+14
365;boat_16;March;OTB;VL1824;SAN REMO;10;3,19832E+14;8,80852E+14
365;boat_16;September;OTB;VL1824;SAN REMO;12;3,19832E+14;9,53498E+14
365;boat_16;January;OTB;VL1824;SAN REMO;14;3,19832E+14;7,20459E+14
365;boat_16;February;OTB;VL1824;SAN REMO;11;3,19832E+14;5,41557E+14
365;boat_17;January;OTB;VL1218;SAN REMO;7;3,19832E+14;2,10823E+14
365;boat_17;September;OTB;VL1218;SAN REMO;7;3,19832E+14;1,09537E+14
365;boat_17;April;OTB;VL1218;SAN REMO;6;3,19832E+14;1,86265E+14
365;boat_17;December;OTB;VL1218;SAN REMO;7;3,19832E+14;1,18838E+13
365;boat_17;May;OTB;VL1218;SAN REMO;7;3,19832E+14;1,41266E+14
365;boat_17;July;OTB;VL1218;SAN REMO;8;3,19832E+14;5,97423E+14
365;boat_17;August;OTB;VL1218;SAN REMO;6;3,19832E+14;8,26179E+14
365;boat_17;February;OTB;VL1218;SAN REMO;6;3,19832E+14;3,93273E+14
365;boat_17;March;OTB;VL1218;SAN REMO;7;3,19832E+14;3,5104E+14
365;boat_17;November;OTB;VL1218;SAN REMO;6;3,19832E+14;5,97259E+14
365;boat_17;June;OTB;VL1218;SAN REMO;8;3,19832E+14;4,9067E+14
365;boat_17;October;OTB;VL1218;SAN REMO;4;3,19832E+14;6,31347E+13
366;boat_100;February;OTB;VL1824;SAN REMO;6;6,06602E+14;2,1131E+14
366;boat_100;March;OTB;VL1824;SAN REMO;6;6,06602E+14;4,15841E+14
366;boat_100;January;OTB;VL1824;SAN REMO;12;6,06602E+14;1,81912E+14
366;boat_100;December;OTB;VL1824;SAN REMO;7;6,06602E+14;1,36124E+14
366;boat_100;August;OTB;VL1824;SAN REMO;9;6,06602E+14;1,88037E+13
366;boat_105;January;OTB;VL1218;SAN REMO;6;6,06602E+14;2,93262E+14
366;boat_105;May;OTB;VL1218;SAN REMO;6;6,06602E+14;4,5028E+14
366;boat_105;June;OTB;VL1218;SAN REMO;9;6,06602E+14;2,11104E+13
366;boat_105;July;OTB;VL1218;SAN REMO;7;6,06602E+14;1,68026E+14
366;boat_105;September;OTB;VL1218;SAN REMO;6;6,06602E+14;2,17402E+14
366;boat_105;March;OTB;VL1218;SAN REMO;4;6,06602E+14;3,56645E+14
366;boat_105;February;OTB;VL1218;SAN REMO;7;6,06602E+14;5,05074E+14
366;boat_105;December;OTB;VL1218;SAN REMO;8;6,06602E+14;1,84793E+14
366;boat_105;April;OTB;VL1218;SAN REMO;6;6,06602E+14;3,33584E+14
366;boat_105;August;OTB;VL1218;SAN REMO;6;6,06602E+14;1,871E+14
366;boat_105;November;OTB;VL1218;SAN REMO;5;6,06602E+14;6,39008E+14
366;boat_15;February;OTB;VL1824;SAN REMO;15;6,06602E+14;2,00298E+13
366;boat_15;March;OTB;VL1824;SAN REMO;12;6,06602E+14;6,571E+14
366;boat_15;January;OTB;VL1824;SAN REMO;16;6,06602E+14;1,32597E+14
366;boat_153;January;OTB;VL1218;SAN REMO;6;6,06602E+14;1,54845E+14
366;boat_153;May;OTB;VL1218;SAN REMO;7;6,06602E+14;3,16873E+14
366;boat_153;June;OTB;VL1218;SAN REMO;6;6,06602E+14;2,46557E+13
366;boat_153;July;OTB;VL1218;SAN REMO;8;6,06602E+14;2,2925E+14
366;boat_153;September;OTB;VL1218;SAN REMO;10;6,06602E+14;7,05349E+14
366;boat_153;March;OTB;VL1218;SAN REMO;5;6,06602E+14;1,66413E+14
366;boat_153;February;OTB;VL1218;SAN REMO;5;6,06602E+14;2,08298E+14
366;boat_153;December;OTB;VL1218;SAN REMO;8;6,06602E+14;4,86772E+14
366;boat_153;April;OTB;VL1218;SAN REMO;5;6,06602E+14;1,45614E+13
366;boat_153;August;OTB;VL1218;SAN REMO;6;6,06602E+14;1,91941E+14
366;boat_153;November;OTB;VL1218;SAN REMO;4;6,06602E+14;2,88212E+13
366;boat_16;February;OTB;VL1824;SAN REMO;11;6,06602E+14;4,91751E+13
366;boat_16;March;OTB;VL1824;SAN REMO;10;6,06602E+14;2,64611E+14
366;boat_16;May;OTB;VL1824;SAN REMO;13;6,06602E+14;3,58291E+14
366;boat_16;January;OTB;VL1824;SAN REMO;14;6,06602E+14;2,99559E+14
366;boat_16;December;OTB;VL1824;SAN REMO;12;6,06602E+14;1,15553E+14
