"","Time.Range","Vessel.ID","Flag","Vessel.Name","Entry.Timestamp","Exit.Timestamp","Gear.Type","Vessel.Type","MMSI","IMO","CallSign","First.Transmission.Date","Last.Transmission.Date","Apparent.Fishing.Hours","month","quarter","id"
"3083","2021-05","f9874dc05-558a-dd38-c0b6-d13ec69d1108","ITA","SABRINA E GIADA","2021-01-04","2021-12-30 15:00:00","TRAWLERS","FISHING","247147420",NA,"ILAK","2013-12-10 02:11:20","2025-05-19 23:59:55",14.22,5,2,"13G1"
"3084","2021-05","f9874dc05-558a-dd38-c0b6-d13ec69d1108","ITA","SABRINA E GIADA","2021-01-04","2021-12-30 15:00:00","TRAWLERS","FISHING","247147420",NA,"ILAK","2013-12-10 02:11:20","2025-05-19 23:59:55",3.42,5,2,"14G0"
"3085","2021-05","497c391b6-6ba9-4595-83ed-68fe74ed0958","ITA","PRIMO","2021-01-15 06:00:00","2021-12-30 15:00:00","TRAWLERS","FISHING","247042630",NA,"IRXU","2014-06-23 04:20:40","2025-05-14 15:24:39",0.56,5,2,"13G1"
"3086","2021-05","f9874dc05-558a-dd38-c0b6-d13ec69d1108","ITA","SABRINA E GIADA","2021-01-04","2021-12-30 15:00:00","TRAWLERS","FISHING","247147420",NA,"ILAK","2013-12-10 02:11:20","2025-05-19 23:59:55",91.71,5,2,"14G0"
"3087","2021-04","0474f132b-bef3-7a95-4871-5a4cca576cc3","ITA","ONDAMARINA","2021-01-04 01:00:00","2021-12-29 14:00:00","TRAWLERS","FISHING","247041470",NA,"INHW","2017-06-27 11:23:33","2025-05-19 16:45:04",4.67,4,2,"13G0"
"3088","2021-03","243942918-83f7-ad86-4a56-e4954dc2f210","ITA","S.VINCENZO","2021-01-04 05:00:00","2021-12-30 08:00:00","TRAWLERS","FISHING","247092920",NA,"IPBA","2013-04-21 22:38:02","2024-01-12 12:01:38",11.72,3,2,"12G2"
"3089","2021-04","a5db0bf07-7664-5fd1-5eb5-aa4600b340c6","ITA","LUEMA","2021-01-04 07:00:00","2021-12-30 13:00:00","TRAWLERS","FISHING","247081850",NA,"IQJY","2013-05-30 01:46:55","2025-05-19 14:33:04",5.46,4,2,"11G2"
"3090","2021-05","a5dfa5104-4dbc-0aa6-e7ef-c1665b4ec2e9","ITA","MONSSER","2021-01-03 08:00:00","2021-12-30 09:00:00","TRAWLERS","FISHING","247044790",NA,"IJYT","2019-12-09 09:29:50","2025-05-19 23:56:46",12.6,5,2,"15G0"
"3091","2021-03","f58199c94-4e49-1a3b-3078-bfd3733b6ab2","ITA","ALBACHIARA","2021-01-04 01:00:00","2021-12-30 15:00:00","TRAWLERS","FISHING","247065740",NA,"IVHU","2014-05-05 22:42:01","2025-05-19 13:06:56",25.59,3,2,"14G0"
"3092","2021-05","328120e10-0326-9ee3-a03c-d0deb4331086","ITA","ANGELA MADRE","2021-01-13 04:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247068110",NA,"IJTB","2013-07-15 00:48:54","2025-05-19 17:05:36",2.94,5,2,"12G0"
"3093","2021-03","f58199c94-4e49-1a3b-3078-bfd3733b6ab2","ITA","ALBACHIARA","2021-01-04 01:00:00","2021-12-30 15:00:00","TRAWLERS","FISHING","247065740",NA,"IVHU","2014-05-05 22:42:01","2025-05-19 13:06:56",49.88,3,2,"14G0"
"3094","2021-03","f58199c94-4e49-1a3b-3078-bfd3733b6ab2","ITA","ALBACHIARA","2021-01-04 01:00:00","2021-12-30 15:00:00","TRAWLERS","FISHING","247065740",NA,"IVHU","2014-05-05 22:42:01","2025-05-19 13:06:56",9.27,3,2,"14G0"
"3095","2021-04","13ce42c56-69e0-393d-fdf5-252c2a82ad75","ITA","M/P SS. TRINITA","2021-01-04 11:00:00","2021-12-30 15:00:00","TRAWLERS","FISHING","247094260",NA,"ILVK","2019-08-28 15:13:49","2025-05-19 15:11:51",2.16,4,2,"13G1"
"3096","2021-05","303dfab15-5072-b1c2-7b49-226146b04c37","ITA","L ALBA","2021-01-04 04:00:00","2021-12-30 10:00:00","TRAWLERS","FISHING","247119090",NA,"IMAT2","2013-06-04 15:04:11","2024-12-07 10:58:09",19.44,5,2,"12G2"
"3097","2021-05","cd9d39ddf-fddd-1166-7dbc-501cf38f5991","ITA","MARIA","2021-01-04 05:00:00","2021-12-28 11:00:00","TRAWLERS","FISHING","247093060",NA,"IRRH","2013-05-31 11:14:37","2025-05-19 14:45:17",4.11,5,2,"12G1"
"3098","2021-05","303dfab15-5072-b1c2-7b49-226146b04c37","ITA","L ALBA","2021-01-04 04:00:00","2021-12-30 10:00:00","TRAWLERS","FISHING","247119090",NA,"IMAT2","2013-06-04 15:04:11","2024-12-07 10:58:09",9.11,5,2,"12G1"
"3099","2021-03","e5a924ae4-480e-17ab-721c-f0f5c7797b31","ITA","GIORGIA","2021-01-04 02:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247066190",NA,NA,"2014-04-07 00:24:27","2025-05-19 14:56:32",15.94,3,2,"14G0"
"3100","2021-03","72c6c4de9-9f7c-92c8-9bd0-64f0777105bb","ITA","MP CLAUDIO PADRE","2021-01-04 06:00:00","2021-12-30 12:00:00","TRAWLERS","FISHING","247123920",NA,"IPFT","2019-08-07 07:56:24","2025-05-02 11:17:54",2.22,3,2,"12G1"
"3101","2021-03","72c6c4de9-9f7c-92c8-9bd0-64f0777105bb","ITA","MP CLAUDIO PADRE","2021-01-04 06:00:00","2021-12-30 12:00:00","TRAWLERS","FISHING","247123920",NA,"IPFT","2019-08-07 07:56:24","2025-05-02 11:17:54",0.82,3,2,"12G1"
"3102","2021-04","ce8a831f4-4a0c-07ab-bd47-41342088ed6d","ITA","ANASTASIA","2021-01-04","2021-12-29 11:00:00","TRAWLERS","FISHING","247066860",NA,"IRAV","2013-05-22 16:53:29","2025-05-16 12:28:48",4.9,4,2,"15G0"
"3103","2021-05","121e6a2cc-cb94-cd47-27e9-6ded9fc6f6d3","ITA","POLARIS","2021-01-27 04:00:00","2021-12-30 12:00:00","TRAWLERS","FISHING","247069530",NA,"IOEE","2020-12-14 00:50:07","2025-05-19 16:12:56",70.39,5,2,"14G0"
"3104","2021-05","121e6a2cc-cb94-cd47-27e9-6ded9fc6f6d3","ITA","POLARIS","2021-01-27 04:00:00","2021-12-30 12:00:00","TRAWLERS","FISHING","247069530",NA,"IOEE","2020-12-14 00:50:07","2025-05-19 16:12:56",22.45,5,2,"14G0"
"3105","2021-04","ce8a831f4-4a0c-07ab-bd47-41342088ed6d","ITA","ANASTASIA","2021-01-04","2021-12-29 11:00:00","TRAWLERS","FISHING","247066860",NA,"IRAV","2013-05-22 16:53:29","2025-05-16 12:28:48",0.37,4,2,"15G0"
"3106","2021-04","188ebc849-995e-103f-de7a-98c956e59f3f","ITA","SAN.PIETRO I","2021-01-04 04:00:00","2021-10-29 12:00:00","TRAWLERS","FISHING","247149790",NA,"IFCR2","2018-11-19 10:42:26","2024-11-29 17:44:49",25.26,4,2,"12G1"
"3107","2021-03","6e02474b2-2fba-078a-8132-10e3ad77914f","ITA","MP LEDO","2021-01-07 11:00:00","2021-12-30 15:00:00","TRAWLERS","FISHING","247222320",NA,NA,"2012-05-17 19:22:30","2025-05-19 10:28:55",7.32,3,2,"13G0"
"3108","2021-04","c00e8f8fa-a22a-f5cb-c833-b9366d851de5","ITA","FRIDA","2021-01-04 05:00:00","2021-12-23 11:00:00","TRAWLERS","FISHING","247065690",NA,"IUXA","2013-05-02 01:49:30","2025-05-19 23:59:46",12.36,4,2,"13G1"
"3109","2021-03","9cb3d20bc-c483-696c-326e-097343256b01","ITA","VINCENZO PADRE","2021-01-04 04:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247094330",NA,"INYD","2013-05-23 02:51:30","2025-05-19 16:05:51",34.57,3,2,"13G1"
"3110","2021-04","1bfd3db56-6ed3-c034-77a6-c5b89b6c920d","ITA","MARIA ROSA","2021-01-04 02:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247111950",NA,"IVQY","2013-08-08 11:37:41","2025-05-19 23:59:43",22.5,4,2,"13G1"
"3111","2021-04","1bfd3db56-6ed3-c034-77a6-c5b89b6c920d","ITA","MARIA ROSA","2021-01-04 02:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247111950",NA,"IVQY","2013-08-08 11:37:41","2025-05-19 23:59:43",1.8,4,2,"13G1"
"3112","2021-03","1185c3fd2-2f6d-0510-c52f-38af09cd5e8b","ITA","M/P MINA","2021-01-04 03:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247048870",NA,"IQLP","2013-06-01 09:19:45","2025-05-19 17:02:43",31.7,3,2,"16F7"
"3113","2021-04","232e1b598-8373-719a-adc4-f14290e5318e","ITA","GIACOMO","2021-01-04 05:00:00","2021-12-30 13:00:00","TRAWLERS","FISHING","247093040",NA,"INSI","2013-04-02 03:05:29","2024-10-28 12:40:57",18.12,4,2,"12G1"
"3114","2021-03","9cb3d20bc-c483-696c-326e-097343256b01","ITA","VINCENZO PADRE","2021-01-04 04:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247094330",NA,"INYD","2013-05-23 02:51:30","2025-05-19 16:05:51",6.87,3,2,"12G1"
"3115","2021-04","580c970e4-4213-4f9c-ae9f-f6ed1871dc6e","ITA","AGOSTINO IMPERATO","2021-01-04 03:00:00","2021-12-30 13:00:00","TRAWLERS","FISHING","247092790",NA,"IZNI","2013-04-23 23:18:30","2025-05-19 23:59:45",2.42,4,2,"12G2"
"3116","2021-04","232e1b598-8373-719a-adc4-f14290e5318e","ITA","GIACOMO","2021-01-04 05:00:00","2021-12-30 13:00:00","TRAWLERS","FISHING","247093040",NA,"INSI","2013-04-02 03:05:29","2024-10-28 12:40:57",3.01,4,2,"12G2"
"3117","2021-03","dffa0262e-e1b5-4a18-aac7-f56b72538116","ITA","MARE AZZURRO","2021-01-04 03:00:00","2021-12-30 09:00:00","TRAWLERS","FISHING","247092870",NA,"IKCW","2020-04-14 00:04:06","2025-05-16 07:54:19",3.09,3,2,"11G2"
"3118","2021-03","6163d3f6a-a611-cac6-1d01-c12b2aa104c6","ITA","GIANNA","2021-01-04 03:00:00","2021-12-29 11:00:00","TRAWLERS","FISHING","247096470",NA,"IRBT","2013-05-20 12:51:08","2025-05-19 15:17:32",54.59,3,2,"11G2"
"3119","2021-03","6163d3f6a-a611-cac6-1d01-c12b2aa104c6","ITA","GIANNA","2021-01-04 03:00:00","2021-12-29 11:00:00","TRAWLERS","FISHING","247096470",NA,"IRBT","2013-05-20 12:51:08","2025-05-19 15:17:32",54.59,3,2,"12G2"
"3120","2021-03","dffa0262e-e1b5-4a18-aac7-f56b72538116","ITA","MARE AZZURRO","2021-01-04 03:00:00","2021-12-30 09:00:00","TRAWLERS","FISHING","247092870",NA,"IKCW","2020-04-14 00:04:06","2025-05-16 07:54:19",18.09,3,2,"11G2"
"3121","2021-03","9cb3d20bc-c483-696c-326e-097343256b01","ITA","VINCENZO PADRE","2021-01-04 04:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247094330",NA,"INYD","2013-05-23 02:51:30","2025-05-19 16:05:51",6.36,3,2,"12G1"
"3122","2021-04","312477943-32cd-5c19-e93a-3622cb1cf6b3","ITA","BEN HUR","2021-01-04 01:00:00","2021-12-30 16:00:00","TRAWLERS","FISHING","247066420",NA,NA,"2013-09-19 00:56:46","2025-05-08 13:22:26",17.29,4,2,"14G0"
"3123","2021-05","188ebc849-995e-103f-de7a-98c956e59f3f","ITA","SAN.PIETRO I","2021-01-04 04:00:00","2021-10-29 12:00:00","TRAWLERS","FISHING","247149790",NA,"IFCR2","2018-11-19 10:42:26","2024-11-29 17:44:49",24.72,5,2,"12G2"
"3124","2021-04","eae57585b-b322-faf3-d1b4-1e13f67fc429","ITA","LUNA ROSSA 1","2021-01-06 23:00:00","2021-12-30 10:00:00","TRAWLERS","FISHING","247067010",NA,"IFDI","2013-05-28 14:56:21","2025-05-19 23:59:45",16.86,4,2,"12G2"
"3125","2021-05","f9874dc05-558a-dd38-c0b6-d13ec69d1108","ITA","SABRINA E GIADA","2021-01-04","2021-12-30 15:00:00","TRAWLERS","FISHING","247147420",NA,"ILAK","2013-12-10 02:11:20","2025-05-19 23:59:55",17.87,5,2,"14G0"
"3126","2021-04","f707da723-3baf-8578-cc91-60127167b9be","ITA","BISMARK","2021-01-04 03:00:00","2021-12-29 21:00:00","TRAWLERS","FISHING","247092770",NA,NA,"2013-12-08 23:46:03","2023-08-19 09:09:33",16.55,4,2,"12G1"
"3127","2021-04","7ac48f28b-bd17-d84a-d29c-cf66a0eea592","ITA","MP FRANCESCO PADRE","2021-01-04 04:00:00","2021-12-30 12:00:00","TRAWLERS","FISHING","247099360",NA,"IKLA2","2013-04-21 22:18:21","2025-05-19 23:59:42",2.34,4,2,"12G1"
"3128","2021-04","ca71ccf73-3ca6-e507-6c46-c1263ed92142","ITA","STELLA MARIS","2021-01-03 06:00:00","2021-12-28 21:00:00","TRAWLERS","FISHING","247152290",NA,"IFRH","2013-10-30 15:50:56","2025-05-19 23:59:46",5.52,4,2,"14G0"
"3129","2021-04","a5db0bf07-7664-5fd1-5eb5-aa4600b340c6","ITA","LUEMA","2021-01-04 07:00:00","2021-12-30 13:00:00","TRAWLERS","FISHING","247081850",NA,"IQJY","2013-05-30 01:46:55","2025-05-19 14:33:04",0.55,4,2,"11G2"
"3130","2021-04","ca71ccf73-3ca6-e507-6c46-c1263ed92142","ITA","STELLA MARIS","2021-01-03 06:00:00","2021-12-28 21:00:00","TRAWLERS","FISHING","247152290",NA,"IFRH","2013-10-30 15:50:56","2025-05-19 23:59:46",1.57,4,2,"14G0"
"3131","2021-03","243942918-83f7-ad86-4a56-e4954dc2f210","ITA","S.VINCENZO","2021-01-04 05:00:00","2021-12-30 08:00:00","TRAWLERS","FISHING","247092920",NA,"IPBA","2013-04-21 22:38:02","2024-01-12 12:01:38",11.05,3,2,"12G2"
"3132","2021-03","cbc4b4d47-74a5-f921-7fb8-1605aeec03f7","ITA","ANTONIO FRANCESCA M.","2021-01-04 04:00:00","2021-12-29 13:00:00","TRAWLERS","FISHING","247093030",NA,"IFUI","2013-05-19 10:19:32","2025-05-19 23:59:44",17.22,3,2,"12G2"
"3133","2021-04","303dfab15-5072-b1c2-7b49-226146b04c37","ITA","L ALBA","2021-01-04 04:00:00","2021-12-30 10:00:00","TRAWLERS","FISHING","247119090",NA,"IMAT2","2013-06-04 15:04:11","2024-12-07 10:58:09",19.23,4,2,"12G1"
"3134","2021-04","7ac48f28b-bd17-d84a-d29c-cf66a0eea592","ITA","MP FRANCESCO PADRE","2021-01-04 04:00:00","2021-12-30 12:00:00","TRAWLERS","FISHING","247099360",NA,"IKLA2","2013-04-21 22:18:21","2025-05-19 23:59:42",10.73,4,2,"12G2"
"3135","2021-05","c6525cacb-b253-da08-8cd2-3e895cc93846","ITA","GHIBLI PRIMO","2021-04-24 21:00:00","2021-05-09 16:00:00","TRAWLERS","FISHING","247144920",NA,"IKDV","2021-03-17 11:58:20","2025-05-19 12:12:43",14.79,5,2,"14F9"
"3136","2021-04","cd9d39ddf-fddd-1166-7dbc-501cf38f5991","ITA","MARIA","2021-01-04 05:00:00","2021-12-28 11:00:00","TRAWLERS","FISHING","247093060",NA,"IRRH","2013-05-31 11:14:37","2025-05-19 14:45:17",4.6,4,2,"12G2"
"3137","2021-04","ca71ccf73-3ca6-e507-6c46-c1263ed92142","ITA","STELLA MARIS","2021-01-03 06:00:00","2021-12-28 21:00:00","TRAWLERS","FISHING","247152290",NA,"IFRH","2013-10-30 15:50:56","2025-05-19 23:59:46",13.98,4,2,"13G0"
"3138","2021-05","bdcd2d618-8e87-b9fc-959d-584c17ae45e5","ITA","JAMAICA","2021-01-04 04:00:00","2021-12-30 13:00:00","TRAWLERS","FISHING","247092810",NA,"IPVT","2013-05-27 23:17:31","2025-05-19 23:59:47",3.86,5,2,"12G1"
"3139","2021-03","303dfab15-5072-b1c2-7b49-226146b04c37","ITA","L ALBA","2021-01-04 04:00:00","2021-12-30 10:00:00","TRAWLERS","FISHING","247119090",NA,"IMAT2","2013-06-04 15:04:11","2024-12-07 10:58:09",11.8,3,2,"12G1"
"3140","2021-04","268292ae9-906d-53a3-efd6-1cf0bea578d1","ITA","F/V PATRIZIA","2021-01-05 07:00:00","2021-12-28 12:00:00","TRAWLERS","FISHING","247042850",NA,"INGP","2014-05-05 06:13:15","2025-05-19 16:16:07",1.49,4,2,"16F7"
"3141","2021-05","1185c3fd2-2f6d-0510-c52f-38af09cd5e8b","ITA","M/P MINA","2021-01-04 03:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247048870",NA,"IQLP","2013-06-01 09:19:45","2025-05-19 17:02:43",3.35,5,2,"16F8"
"3142","2021-05","a5db0bf07-7664-5fd1-5eb5-aa4600b340c6","ITA","LUEMA","2021-01-04 07:00:00","2021-12-30 13:00:00","TRAWLERS","FISHING","247081850",NA,"IQJY","2013-05-30 01:46:55","2025-05-19 14:33:04",8.96,5,2,"11G2"
"3143","2021-03","f58199c94-4e49-1a3b-3078-bfd3733b6ab2","ITA","ALBACHIARA","2021-01-04 01:00:00","2021-12-30 15:00:00","TRAWLERS","FISHING","247065740",NA,"IVHU","2014-05-05 22:42:01","2025-05-19 13:06:56",3.83,3,2,"14G0"
"3144","2021-03","f58199c94-4e49-1a3b-3078-bfd3733b6ab2","ITA","ALBACHIARA","2021-01-04 01:00:00","2021-12-30 15:00:00","TRAWLERS","FISHING","247065740",NA,"IVHU","2014-05-05 22:42:01","2025-05-19 13:06:56",13.38,3,2,"14G0"
"3145","2021-03","f707da723-3baf-8578-cc91-60127167b9be","ITA","BISMARK","2021-01-04 03:00:00","2021-12-29 21:00:00","TRAWLERS","FISHING","247092770",NA,NA,"2013-12-08 23:46:03","2023-08-19 09:09:33",9.47,3,2,"12G1"
"3146","2021-05","6bac13758-80eb-fe27-6aa0-ba303dd40dcd","ITA","ARDITO","2021-01-04 05:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247044930",NA,NA,"2016-05-27 05:42:14","2025-05-16 14:07:39",16.46,5,2,"17F9"
"3147","2021-03","f58199c94-4e49-1a3b-3078-bfd3733b6ab2","ITA","ALBACHIARA","2021-01-04 01:00:00","2021-12-30 15:00:00","TRAWLERS","FISHING","247065740",NA,"IVHU","2014-05-05 22:42:01","2025-05-19 13:06:56",8.7,3,2,"14G0"
"3148","2021-03","f707da723-3baf-8578-cc91-60127167b9be","ITA","BISMARK","2021-01-04 03:00:00","2021-12-29 21:00:00","TRAWLERS","FISHING","247092770",NA,NA,"2013-12-08 23:46:03","2023-08-19 09:09:33",31.65,3,2,"12G1"
"3149","2021-05","bdcd2d618-8e87-b9fc-959d-584c17ae45e5","ITA","JAMAICA","2021-01-04 04:00:00","2021-12-30 13:00:00","TRAWLERS","FISHING","247092810",NA,"IPVT","2013-05-27 23:17:31","2025-05-19 23:59:47",9.57,5,2,"12G2"
"3150","2021-05","312477943-32cd-5c19-e93a-3622cb1cf6b3","ITA","BEN HUR","2021-01-04 01:00:00","2021-12-30 16:00:00","TRAWLERS","FISHING","247066420",NA,NA,"2013-09-19 00:56:46","2025-05-08 13:22:26",13.44,5,2,"14G0"
"3151","2021-05","ce8a831f4-4a0c-07ab-bd47-41342088ed6d","ITA","ANASTASIA","2021-01-04","2021-12-29 11:00:00","TRAWLERS","FISHING","247066860",NA,"IRAV","2013-05-22 16:53:29","2025-05-16 12:28:48",43.72,5,2,"15G0"
"3152","2021-03","bcdc0dac8-8699-2496-8587-0dfd5c9b2b24","ITA","CARMELA FIGLIA","2021-01-04 01:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247063630",NA,"IJQO","2013-05-14 17:39:58","2025-04-18 09:44:05",6.18,3,2,"16F9"
"3153","2021-03","72c6c4de9-9f7c-92c8-9bd0-64f0777105bb","ITA","MP CLAUDIO PADRE","2021-01-04 06:00:00","2021-12-30 12:00:00","TRAWLERS","FISHING","247123920",NA,"IPFT","2019-08-07 07:56:24","2025-05-02 11:17:54",5.17,3,2,"11G2"
"3154","2021-03","e5a924ae4-480e-17ab-721c-f0f5c7797b31","ITA","GIORGIA","2021-01-04 02:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247066190",NA,NA,"2014-04-07 00:24:27","2025-05-19 14:56:32",0.91,3,2,"14G0"
"3155","2021-05","bcdc0dac8-8699-2496-8587-0dfd5c9b2b24","ITA","CARMELA FIGLIA","2021-01-04 01:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247063630",NA,"IJQO","2013-05-14 17:39:58","2025-04-18 09:44:05",8.27,5,2,"16G0"
"3156","2021-03","6e02474b2-2fba-078a-8132-10e3ad77914f","ITA","MP LEDO","2021-01-07 11:00:00","2021-12-30 15:00:00","TRAWLERS","FISHING","247222320",NA,NA,"2012-05-17 19:22:30","2025-05-19 10:28:55",2.79,3,2,"13G0"
"3157","2021-05","a8e7a4833-3700-0508-9a2d-ec87ae97a3a2","ITA","MARIAMADRE","2021-01-04 04:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247092830",NA,"IOXL","2013-05-07 10:50:35","2025-05-19 23:58:10",1.34,5,2,"12G1"
"3158","2021-03","e5a924ae4-480e-17ab-721c-f0f5c7797b31","ITA","GIORGIA","2021-01-04 02:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247066190",NA,NA,"2014-04-07 00:24:27","2025-05-19 14:56:32",70.11,3,2,"14G0"
"3159","2021-04","c00e8f8fa-a22a-f5cb-c833-b9366d851de5","ITA","FRIDA","2021-01-04 05:00:00","2021-12-23 11:00:00","TRAWLERS","FISHING","247065690",NA,"IUXA","2013-05-02 01:49:30","2025-05-19 23:59:46",9.61,4,2,"13G0"
"3160","2021-04","312477943-32cd-5c19-e93a-3622cb1cf6b3","ITA","BEN HUR","2021-01-04 01:00:00","2021-12-30 16:00:00","TRAWLERS","FISHING","247066420",NA,NA,"2013-09-19 00:56:46","2025-05-08 13:22:26",13.74,4,2,"14G0"
"3161","2021-04","1bfd3db56-6ed3-c034-77a6-c5b89b6c920d","ITA","MARIA ROSA","2021-01-04 02:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247111950",NA,"IVQY","2013-08-08 11:37:41","2025-05-19 23:59:43",4.54,4,2,"12G1"
"3162","2021-04","312477943-32cd-5c19-e93a-3622cb1cf6b3","ITA","BEN HUR","2021-01-04 01:00:00","2021-12-30 16:00:00","TRAWLERS","FISHING","247066420",NA,NA,"2013-09-19 00:56:46","2025-05-08 13:22:26",24.43,4,2,"14G0"
"3163","2021-03","dffa0262e-e1b5-4a18-aac7-f56b72538116","ITA","MARE AZZURRO","2021-01-04 03:00:00","2021-12-30 09:00:00","TRAWLERS","FISHING","247092870",NA,"IKCW","2020-04-14 00:04:06","2025-05-16 07:54:19",30.76,3,2,"11G2"
"3164","2021-04","312477943-32cd-5c19-e93a-3622cb1cf6b3","ITA","BEN HUR","2021-01-04 01:00:00","2021-12-30 16:00:00","TRAWLERS","FISHING","247066420",NA,NA,"2013-09-19 00:56:46","2025-05-08 13:22:26",5.09,4,2,"14G0"
"3165","2021-04","232e1b598-8373-719a-adc4-f14290e5318e","ITA","GIACOMO","2021-01-04 05:00:00","2021-12-30 13:00:00","TRAWLERS","FISHING","247093040",NA,"INSI","2013-04-02 03:05:29","2024-10-28 12:40:57",18.95,4,2,"12G2"
"3166","2021-05","702d33349-9f1c-5d2f-4b0f-7c96da1e7bbf","ITA","VALENTINO GIACALONE","2021-04-22 03:00:00","2021-05-23 18:00:00","TRAWLERS","FISHING","247145030",NA,"IKGQ","2020-04-09 20:18:42","2025-05-19 23:59:43",12.76,5,2,"13G0"
"3167","2021-04","580c970e4-4213-4f9c-ae9f-f6ed1871dc6e","ITA","AGOSTINO IMPERATO","2021-01-04 03:00:00","2021-12-30 13:00:00","TRAWLERS","FISHING","247092790",NA,"IZNI","2013-04-23 23:18:30","2025-05-19 23:59:45",2.13,4,2,"12G1"
"3168","2021-05","702d33349-9f1c-5d2f-4b0f-7c96da1e7bbf","ITA","VALENTINO GIACALONE","2021-04-22 03:00:00","2021-05-23 18:00:00","TRAWLERS","FISHING","247145030",NA,"IKGQ","2020-04-09 20:18:42","2025-05-19 23:59:43",6.72,5,2,"13G0"
"3169","2021-04","c00e8f8fa-a22a-f5cb-c833-b9366d851de5","ITA","FRIDA","2021-01-04 05:00:00","2021-12-23 11:00:00","TRAWLERS","FISHING","247065690",NA,"IUXA","2013-05-02 01:49:30","2025-05-19 23:59:46",9.4,4,2,"13G0"
"3170","2021-04","1bfd3db56-6ed3-c034-77a6-c5b89b6c920d","ITA","MARIA ROSA","2021-01-04 02:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247111950",NA,"IVQY","2013-08-08 11:37:41","2025-05-19 23:59:43",151.22,4,2,"13G1"
"3171","2021-03","9cb3d20bc-c483-696c-326e-097343256b01","ITA","VINCENZO PADRE","2021-01-04 04:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247094330",NA,"INYD","2013-05-23 02:51:30","2025-05-19 16:05:51",62.65,3,2,"13G1"
"3172","2021-03","9cb3d20bc-c483-696c-326e-097343256b01","ITA","VINCENZO PADRE","2021-01-04 04:00:00","2021-12-30 14:00:00","TRAWLERS","FISHING","247094330",NA,"INYD","2013-05-23 02:51:30","2025-05-19 16:05:51",2.66,3,2,"13G1"
"3173","2021-03","cbc4b4d47-74a5-f921-7fb8-1605aeec03f7","ITA","ANTONIO FRANCESCA M.","2021-01-04 04:00:00","2021-12-29 13:00:00","TRAWLERS","FISHING","247093030",NA,"IFUI","2013-05-19 10:19:32","2025-05-19 23:59:44",12.32,3,2,"12G1"
"3174","2021-03","cbc4b4d47-74a5-f921-7fb8-1605aeec03f7","ITA","ANTONIO FRANCESCA M.","2021-01-04 04:00:00","2021-12-29 13:00:00","TRAWLERS","FISHING","247093030",NA,"IFUI","2013-05-19 10:19:32","2025-05-19 23:59:44",1.08,3,2,"12G2"
"3175","2021-03","243942918-83f7-ad86-4a56-e4954dc2f210","ITA","S.VINCENZO","2021-01-04 05:00:00","2021-12-30 08:00:00","TRAWLERS","FISHING","247092920",NA,"IPBA","2013-04-21 22:38:02","2024-01-12 12:01:38",4.22,3,2,"12G2"
"3176","2021-04","f9874dc05-558a-dd38-c0b6-d13ec69d1108","ITA","SABRINA E GIADA","2021-01-04","2021-12-30 15:00:00","TRAWLERS","FISHING","247147420",NA,"ILAK","2013-12-10 02:11:20","2025-05-19 23:59:55",25.1,4,2,"13G0"
"3177","2021-04","eae57585b-b322-faf3-d1b4-1e13f67fc429","ITA","LUNA ROSSA 1","2021-01-06 23:00:00","2021-12-30 10:00:00","TRAWLERS","FISHING","247067010",NA,"IFDI","2013-05-28 14:56:21","2025-05-19 23:59:45",6.13,4,2,"11G2"
"3178","2021-04","ca71ccf73-3ca6-e507-6c46-c1263ed92142","ITA","STELLA MARIS","2021-01-03 06:00:00","2021-12-28 21:00:00","TRAWLERS","FISHING","247152290",NA,"IFRH","2013-10-30 15:50:56","2025-05-19 23:59:46",1.32,4,2,"13G0"
"3179","2021-04","ca71ccf73-3ca6-e507-6c46-c1263ed92142","ITA","STELLA MARIS","2021-01-03 06:00:00","2021-12-28 21:00:00","TRAWLERS","FISHING","247152290",NA,"IFRH","2013-10-30 15:50:56","2025-05-19 23:59:46",1.32,4,2,"14G0"
"3180","2021-04","7ac48f28b-bd17-d84a-d29c-cf66a0eea592","ITA","MP FRANCESCO PADRE","2021-01-04 04:00:00","2021-12-30 12:00:00","TRAWLERS","FISHING","247099360",NA,"IKLA2","2013-04-21 22:18:21","2025-05-19 23:59:42",8.25,4,2,"12G2"
