"","id","year","quarter","FDI_tot_fish_day","Flag","MMSI","Vessel.Name","GFW_Fish_hours","vlength"
"780","04E8",2021,3,35,"ESP","224219320","EL CABRERILLA",4.68,"VL1218"
"781","04E8",2021,3,35,"ESP","224219330","PEDRO Y AMALIA",3.77,"VL1218"
"782","04E8",2021,3,35,"ESP","224225750","HNOS FUENTES TRES",0.97,"VL1218"
"783","04E8",2021,3,35,"ESP","224225760","VIRGEN DEL CARMEN",14.54,"VL1218"
"784","04E8",2021,3,35,"ESP","224333460","EL CAENA",10.1,NA
"785","04E8",2021,3,35,"ESP","224396270","NUEVO SABOR DEL MAR",8.29,"VL1824"
"786","04E8",2021,3,35,"ESP","225983852","ALVALUC II",5.83,NA
"787","04E8",2021,3,55,"ESP","224020390","SOTO DURAN",2.54,NA
"788","04E8",2021,3,55,"ESP","224020840","PAREDES GARCIA",7.33,"VL1824"
"789","04E8",2021,3,55,"ESP","224022730","ROSA MARIA JUAREZ",4.01,NA
"790","04E8",2021,3,55,"ESP","224026780","PESCALBA DOS",22.49,NA
"791","04E8",2021,3,55,"ESP","224046150","GINES Y ANA",11.66,NA
"792","04E8",2021,3,55,"ESP","224054950","PERETUJO",20.39,NA
"793","04E8",2021,3,55,"ESP","224057890","JUAN Y LUCIA",14.82,NA
"794","04E8",2021,3,55,"ESP","224071980","EL VILLA",2.42,"VL1824"
"795","04E8",2021,3,55,"ESP","224072680","PEPE LASAL UNO",1.67,"VL2440"
"796","04E8",2021,3,55,"ESP","224082990","ALTHAIA",0.26,"VL1824"
"797","04E8",2021,3,55,"ESP","224095170","PEREZ SEGURA",2.1,"VL1824"
"798","04E8",2021,3,55,"ESP","224100120","PESCALBA UNO",11.37,"VL1824"
"799","04E8",2021,3,55,"ESP","224100160","LOS PICONES",6.74,"VL1824"
"800","04E8",2021,3,55,"ESP","224116790","MI GRAN ILUSION",14.11,NA
"801","04E8",2021,3,55,"ESP","224131820","EL GUINAMON",13.67,"VL1824"
"802","04E8",2021,3,55,"ESP","224138320","ALONSO Y MARIA",7.07,"VL1824"
"803","04E8",2021,3,55,"ESP","224151990","LORENZO Y FINA",11.84,NA
"804","04E8",2021,3,55,"ESP","224155590","LOS ALONSOS",6.47,NA
"805","04E8",2021,3,55,"ESP","224156570","VICTORIA Y PEDRO",21.62,NA
"806","04E8",2021,3,55,"ESP","224177460","PAREDES GARCIA DOS",5.34,"VL2440"
"807","04E8",2021,3,55,"ESP","224190270","ESTRELLA DE MIGUEL",2.32,NA
"808","04E8",2021,3,55,"ESP","224209630","NUEVO JUAN JESUS",0.2,NA
"809","04E8",2021,3,55,"ESP","224213920","PESCALBA CUATRO",10.62,"VL1824"
"810","04E8",2021,3,55,"ESP","224217120","TOPACIO",2.19,"VL1824"
"811","04E8",2021,3,55,"ESP","224219320","EL CABRERILLA",4.68,"VL1218"
"812","04E8",2021,3,55,"ESP","224219330","PEDRO Y AMALIA",3.77,"VL1218"
"813","04E8",2021,3,55,"ESP","224225750","HNOS FUENTES TRES",0.97,"VL1218"
"814","04E8",2021,3,55,"ESP","224225760","VIRGEN DEL CARMEN",14.54,"VL1218"
"815","04E8",2021,3,55,"ESP","224333460","EL CAENA",10.1,NA
"816","04E8",2021,3,55,"ESP","224396270","NUEVO SABOR DEL MAR",8.29,"VL1824"
"817","04E8",2021,3,55,"ESP","225983852","ALVALUC II",5.83,NA
"818","04E8",2021,3,225,"ESP","224020390","SOTO DURAN",2.54,NA
"819","04E8",2021,3,225,"ESP","224020840","PAREDES GARCIA",7.33,"VL1824"
"820","04E8",2021,3,225,"ESP","224022730","ROSA MARIA JUAREZ",4.01,NA
"821","04E8",2021,3,225,"ESP","224026780","PESCALBA DOS",22.49,NA
"822","04E8",2021,3,225,"ESP","224046150","GINES Y ANA",11.66,NA
"823","04E8",2021,3,225,"ESP","224054950","PERETUJO",20.39,NA
"824","04E8",2021,3,225,"ESP","224057890","JUAN Y LUCIA",14.82,NA
"825","04E8",2021,3,225,"ESP","224071980","EL VILLA",2.42,"VL1824"
"826","04E8",2021,3,225,"ESP","224072680","PEPE LASAL UNO",1.67,"VL2440"
"827","04E8",2021,3,225,"ESP","224082990","ALTHAIA",0.26,"VL1824"
"828","04E8",2021,3,225,"ESP","224095170","PEREZ SEGURA",2.1,"VL1824"
"829","04E8",2021,3,225,"ESP","224100120","PESCALBA UNO",11.37,"VL1824"
"830","04E8",2021,3,225,"ESP","224100160","LOS PICONES",6.74,"VL1824"
"831","04E8",2021,3,225,"ESP","224116790","MI GRAN ILUSION",14.11,NA
"832","04E8",2021,3,225,"ESP","224131820","EL GUINAMON",13.67,"VL1824"
"833","04E8",2021,3,225,"ESP","224138320","ALONSO Y MARIA",7.07,"VL1824"
"834","04E8",2021,3,225,"ESP","224151990","LORENZO Y FINA",11.84,NA
"835","04E8",2021,3,225,"ESP","224155590","LOS ALONSOS",6.47,NA
"836","04E8",2021,3,225,"ESP","224156570","VICTORIA Y PEDRO",21.62,NA
"837","04E8",2021,3,225,"ESP","224177460","PAREDES GARCIA DOS",5.34,"VL2440"
"838","04E8",2021,3,225,"ESP","224190270","ESTRELLA DE MIGUEL",2.32,NA
"839","04E8",2021,3,225,"ESP","224209630","NUEVO JUAN JESUS",0.2,NA
"840","04E8",2021,3,225,"ESP","224213920","PESCALBA CUATRO",10.62,"VL1824"
"841","04E8",2021,3,225,"ESP","224217120","TOPACIO",2.19,"VL1824"
"842","04E8",2021,3,225,"ESP","224219320","EL CABRERILLA",4.68,"VL1218"
"843","04E8",2021,3,225,"ESP","224219330","PEDRO Y AMALIA",3.77,"VL1218"
"844","04E8",2021,3,225,"ESP","224225750","HNOS FUENTES TRES",0.97,"VL1218"
"845","04E8",2021,3,225,"ESP","224225760","VIRGEN DEL CARMEN",14.54,"VL1218"
"846","04E8",2021,3,225,"ESP","224333460","EL CAENA",10.1,NA
"847","04E8",2021,3,225,"ESP","224396270","NUEVO SABOR DEL MAR",8.29,"VL1824"
"848","04E8",2021,3,225,"ESP","225983852","ALVALUC II",5.83,NA
"849","04E8",2021,3,987.5,"ESP","224020390","SOTO DURAN",2.54,NA
"850","04E8",2021,3,987.5,"ESP","224020840","PAREDES GARCIA",7.33,"VL1824"
"851","04E8",2021,3,987.5,"ESP","224022730","ROSA MARIA JUAREZ",4.01,NA
"852","04E8",2021,3,987.5,"ESP","224026780","PESCALBA DOS",22.49,NA
"853","04E8",2021,3,987.5,"ESP","224046150","GINES Y ANA",11.66,NA
"854","04E8",2021,3,987.5,"ESP","224054950","PERETUJO",20.39,NA
"855","04E8",2021,3,987.5,"ESP","224057890","JUAN Y LUCIA",14.82,NA
"856","04E8",2021,3,987.5,"ESP","224071980","EL VILLA",2.42,"VL1824"
"857","04E8",2021,3,987.5,"ESP","224072680","PEPE LASAL UNO",1.67,"VL2440"
"858","04E8",2021,3,987.5,"ESP","224082990","ALTHAIA",0.26,"VL1824"
"859","04E8",2021,3,987.5,"ESP","224095170","PEREZ SEGURA",2.1,"VL1824"
"860","04E8",2021,3,987.5,"ESP","224100120","PESCALBA UNO",11.37,"VL1824"
"861","04E8",2021,3,987.5,"ESP","224100160","LOS PICONES",6.74,"VL1824"
"862","04E8",2021,3,987.5,"ESP","224116790","MI GRAN ILUSION",14.11,NA
"863","04E8",2021,3,987.5,"ESP","224131820","EL GUINAMON",13.67,"VL1824"
"864","04E8",2021,3,987.5,"ESP","224138320","ALONSO Y MARIA",7.07,"VL1824"
"865","04E8",2021,3,987.5,"ESP","224151990","LORENZO Y FINA",11.84,NA
"866","04E8",2021,3,987.5,"ESP","224155590","LOS ALONSOS",6.47,NA
"867","04E8",2021,3,987.5,"ESP","224156570","VICTORIA Y PEDRO",21.62,NA
"868","04E8",2021,3,987.5,"ESP","224177460","PAREDES GARCIA DOS",5.34,"VL2440"
"869","04E8",2021,3,987.5,"ESP","224190270","ESTRELLA DE MIGUEL",2.32,NA
"870","04E8",2021,3,987.5,"ESP","224209630","NUEVO JUAN JESUS",0.2,NA
"871","04E8",2021,3,987.5,"ESP","224213920","PESCALBA CUATRO",10.62,"VL1824"
"872","04E8",2021,3,987.5,"ESP","224217120","TOPACIO",2.19,"VL1824"
"873","04E8",2021,3,987.5,"ESP","224219320","EL CABRERILLA",4.68,"VL1218"
"874","04E8",2021,3,987.5,"ESP","224219330","PEDRO Y AMALIA",3.77,"VL1218"
"875","04E8",2021,3,987.5,"ESP","224225750","HNOS FUENTES TRES",0.97,"VL1218"
"876","04E8",2021,3,987.5,"ESP","224225760","VIRGEN DEL CARMEN",14.54,"VL1218"
"877","04E8",2021,3,987.5,"ESP","224333460","EL CAENA",10.1,NA
"878","04E8",2021,3,987.5,"ESP","224396270","NUEVO SABOR DEL MAR",8.29,"VL1824"
"879","04E8",2021,3,987.5,"ESP","225983852","ALVALUC II",5.83,NA
"880","04E8",2021,4,10,"ESP","224020390","SOTO DURAN",2.54,NA
"881","04E8",2021,4,10,"ESP","224020840","PAREDES GARCIA",7.33,"VL1824"
"882","04E8",2021,4,10,"ESP","224022730","ROSA MARIA JUAREZ",4.01,NA
"883","04E8",2021,4,10,"ESP","224026780","PESCALBA DOS",22.49,NA
"884","04E8",2021,4,10,"ESP","224046150","GINES Y ANA",11.66,NA
"885","04E8",2021,4,10,"ESP","224054950","PERETUJO",20.39,NA
"886","04E8",2021,4,10,"ESP","224057890","JUAN Y LUCIA",14.82,NA
"887","04E8",2021,4,10,"ESP","224071980","EL VILLA",2.42,"VL1824"
"888","04E8",2021,4,10,"ESP","224072680","PEPE LASAL UNO",1.67,"VL2440"
"889","04E8",2021,4,10,"ESP","224082990","ALTHAIA",0.26,"VL1824"
"890","04E8",2021,4,10,"ESP","224095170","PEREZ SEGURA",2.1,"VL1824"
"891","04E8",2021,4,10,"ESP","224100120","PESCALBA UNO",11.37,"VL1824"
"892","04E8",2021,4,10,"ESP","224100160","LOS PICONES",6.74,"VL1824"
"893","04E8",2021,4,10,"ESP","224116790","MI GRAN ILUSION",14.11,NA
"894","04E8",2021,4,10,"ESP","224131820","EL GUINAMON",13.67,"VL1824"
"895","04E8",2021,4,10,"ESP","224138320","ALONSO Y MARIA",7.07,"VL1824"
"896","04E8",2021,4,10,"ESP","224151990","LORENZO Y FINA",11.84,NA
"897","04E8",2021,4,10,"ESP","224155590","LOS ALONSOS",6.47,NA
"898","04E8",2021,4,10,"ESP","224156570","VICTORIA Y PEDRO",21.62,NA
"899","04E8",2021,4,10,"ESP","224177460","PAREDES GARCIA DOS",5.34,"VL2440"
"900","04E8",2021,4,10,"ESP","224190270","ESTRELLA DE MIGUEL",2.32,NA
"901","04E8",2021,4,10,"ESP","224209630","NUEVO JUAN JESUS",0.2,NA
"902","04E8",2021,4,10,"ESP","224213920","PESCALBA CUATRO",10.62,"VL1824"
"903","04E8",2021,4,10,"ESP","224217120","TOPACIO",2.19,"VL1824"
"904","04E8",2021,4,10,"ESP","224219320","EL CABRERILLA",4.68,"VL1218"
"905","04E8",2021,4,10,"ESP","224219330","PEDRO Y AMALIA",3.77,"VL1218"
"906","04E8",2021,4,10,"ESP","224225750","HNOS FUENTES TRES",0.97,"VL1218"
"907","04E8",2021,4,10,"ESP","224225760","VIRGEN DEL CARMEN",14.54,"VL1218"
"908","04E8",2021,4,10,"ESP","224333460","EL CAENA",10.1,NA
"909","04E8",2021,4,10,"ESP","224396270","NUEVO SABOR DEL MAR",8.29,"VL1824"
"910","04E8",2021,4,10,"ESP","225983852","ALVALUC II",5.83,NA
"911","04E8",2021,4,20,"ESP","224020390","SOTO DURAN",2.54,NA
"912","04E8",2021,4,20,"ESP","224020840","PAREDES GARCIA",7.33,"VL1824"
"913","04E8",2021,4,20,"ESP","224022730","ROSA MARIA JUAREZ",4.01,NA
"914","04E8",2021,4,20,"ESP","224026780","PESCALBA DOS",22.49,NA
"915","04E8",2021,4,20,"ESP","224046150","GINES Y ANA",11.66,NA
"916","04E8",2021,4,20,"ESP","224054950","PERETUJO",20.39,NA
"917","04E8",2021,4,20,"ESP","224057890","JUAN Y LUCIA",14.82,NA
"918","04E8",2021,4,20,"ESP","224071980","EL VILLA",2.42,"VL1824"
"919","04E8",2021,4,20,"ESP","224072680","PEPE LASAL UNO",1.67,"VL2440"
"920","04E8",2021,4,20,"ESP","224082990","ALTHAIA",0.26,"VL1824"
"921","04E8",2021,4,20,"ESP","224095170","PEREZ SEGURA",2.1,"VL1824"
"922","04E8",2021,4,20,"ESP","224100120","PESCALBA UNO",11.37,"VL1824"
"923","04E8",2021,4,20,"ESP","224100160","LOS PICONES",6.74,"VL1824"
"924","04E8",2021,4,20,"ESP","224116790","MI GRAN ILUSION",14.11,NA
"925","04E8",2021,4,20,"ESP","224131820","EL GUINAMON",13.67,"VL1824"
"926","04E8",2021,4,20,"ESP","224138320","ALONSO Y MARIA",7.07,"VL1824"
"927","04E8",2021,4,20,"ESP","224151990","LORENZO Y FINA",11.84,NA
"928","04E8",2021,4,20,"ESP","224155590","LOS ALONSOS",6.47,NA
"929","04E8",2021,4,20,"ESP","224156570","VICTORIA Y PEDRO",21.62,NA
"930","04E8",2021,4,20,"ESP","224177460","PAREDES GARCIA DOS",5.34,"VL2440"
"931","04E8",2021,4,20,"ESP","224190270","ESTRELLA DE MIGUEL",2.32,NA
"932","04E8",2021,4,20,"ESP","224209630","NUEVO JUAN JESUS",0.2,NA
"933","04E8",2021,4,20,"ESP","224213920","PESCALBA CUATRO",10.62,"VL1824"
"934","04E8",2021,4,20,"ESP","224217120","TOPACIO",2.19,"VL1824"
"935","04E8",2021,4,20,"ESP","224219320","EL CABRERILLA",4.68,"VL1218"
"936","04E8",2021,4,20,"ESP","224219330","PEDRO Y AMALIA",3.77,"VL1218"
"937","04E8",2021,4,20,"ESP","224225750","HNOS FUENTES TRES",0.97,"VL1218"
"938","04E8",2021,4,20,"ESP","224225760","VIRGEN DEL CARMEN",14.54,"VL1218"
"939","04E8",2021,4,20,"ESP","224333460","EL CAENA",10.1,NA
"940","04E8",2021,4,20,"ESP","224396270","NUEVO SABOR DEL MAR",8.29,"VL1824"
"941","04E8",2021,4,20,"ESP","225983852","ALVALUC II",5.83,NA
"942","04E8",2021,4,90,"ESP","224020390","SOTO DURAN",2.54,NA
"943","04E8",2021,4,90,"ESP","224020840","PAREDES GARCIA",7.33,"VL1824"
"944","04E8",2021,4,90,"ESP","224022730","ROSA MARIA JUAREZ",4.01,NA
"945","04E8",2021,4,90,"ESP","224026780","PESCALBA DOS",22.49,NA
"946","04E8",2021,4,90,"ESP","224046150","GINES Y ANA",11.66,NA
"947","04E8",2021,4,90,"ESP","224054950","PERETUJO",20.39,NA
"948","04E8",2021,4,90,"ESP","224057890","JUAN Y LUCIA",14.82,NA
"949","04E8",2021,4,90,"ESP","224071980","EL VILLA",2.42,"VL1824"
"950","04E8",2021,4,90,"ESP","224072680","PEPE LASAL UNO",1.67,"VL2440"
"951","04E8",2021,4,90,"ESP","224082990","ALTHAIA",0.26,"VL1824"
"952","04E8",2021,4,90,"ESP","224095170","PEREZ SEGURA",2.1,"VL1824"
"953","04E8",2021,4,90,"ESP","224100120","PESCALBA UNO",11.37,"VL1824"
"954","04E8",2021,4,90,"ESP","224100160","LOS PICONES",6.74,"VL1824"
"955","04E8",2021,4,90,"ESP","224116790","MI GRAN ILUSION",14.11,NA
"956","04E8",2021,4,90,"ESP","224131820","EL GUINAMON",13.67,"VL1824"
"957","04E8",2021,4,90,"ESP","224138320","ALONSO Y MARIA",7.07,"VL1824"
"958","04E8",2021,4,90,"ESP","224151990","LORENZO Y FINA",11.84,NA
"959","04E8",2021,4,90,"ESP","224155590","LOS ALONSOS",6.47,NA
"960","04E8",2021,4,90,"ESP","224156570","VICTORIA Y PEDRO",21.62,NA
"961","04E8",2021,4,90,"ESP","224177460","PAREDES GARCIA DOS",5.34,"VL2440"
"962","04E8",2021,4,90,"ESP","224190270","ESTRELLA DE MIGUEL",2.32,NA
"963","04E8",2021,4,90,"ESP","224209630","NUEVO JUAN JESUS",0.2,NA
"964","04E8",2021,4,90,"ESP","224213920","PESCALBA CUATRO",10.62,"VL1824"
"965","04E8",2021,4,90,"ESP","224217120","TOPACIO",2.19,"VL1824"
"966","04E8",2021,4,90,"ESP","224219320","EL CABRERILLA",4.68,"VL1218"
"967","04E8",2021,4,90,"ESP","224219330","PEDRO Y AMALIA",3.77,"VL1218"
"968","04E8",2021,4,90,"ESP","224225750","HNOS FUENTES TRES",0.97,"VL1218"
"969","04E8",2021,4,90,"ESP","224225760","VIRGEN DEL CARMEN",14.54,"VL1218"
"970","04E8",2021,4,90,"ESP","224333460","EL CAENA",10.1,NA
"971","04E8",2021,4,90,"ESP","224396270","NUEVO SABOR DEL MAR",8.29,"VL1824"
"972","04E8",2021,4,90,"ESP","225983852","ALVALUC II",5.83,NA
"973","04E8",2021,4,385,"ESP","224020390","SOTO DURAN",2.54,NA
"974","04E8",2021,4,385,"ESP","224020840","PAREDES GARCIA",7.33,"VL1824"
"975","04E8",2021,4,385,"ESP","224022730","ROSA MARIA JUAREZ",4.01,NA
"976","04E8",2021,4,385,"ESP","224026780","PESCALBA DOS",22.49,NA
"977","04E8",2021,4,385,"ESP","224046150","GINES Y ANA",11.66,NA
"978","04E8",2021,4,385,"ESP","224054950","PERETUJO",20.39,NA
"979","04E8",2021,4,385,"ESP","224057890","JUAN Y LUCIA",14.82,NA
"980","04E8",2021,4,385,"ESP","224071980","EL VILLA",2.42,"VL1824"
"981","04E8",2021,4,385,"ESP","224072680","PEPE LASAL UNO",1.67,"VL2440"
"982","04E8",2021,4,385,"ESP","224082990","ALTHAIA",0.26,"VL1824"
"983","04E8",2021,4,385,"ESP","224095170","PEREZ SEGURA",2.1,"VL1824"
"984","04E8",2021,4,385,"ESP","224100120","PESCALBA UNO",11.37,"VL1824"
"985","04E8",2021,4,385,"ESP","224100160","LOS PICONES",6.74,"VL1824"
"986","04E8",2021,4,385,"ESP","224116790","MI GRAN ILUSION",14.11,NA
"987","04E8",2021,4,385,"ESP","224131820","EL GUINAMON",13.67,"VL1824"
"988","04E8",2021,4,385,"ESP","224138320","ALONSO Y MARIA",7.07,"VL1824"
"989","04E8",2021,4,385,"ESP","224151990","LORENZO Y FINA",11.84,NA
"990","04E8",2021,4,385,"ESP","224155590","LOS ALONSOS",6.47,NA
"991","04E8",2021,4,385,"ESP","224156570","VICTORIA Y PEDRO",21.62,NA
"992","04E8",2021,4,385,"ESP","224177460","PAREDES GARCIA DOS",5.34,"VL2440"
"993","04E8",2021,4,385,"ESP","224190270","ESTRELLA DE MIGUEL",2.32,NA
"994","04E8",2021,4,385,"ESP","224209630","NUEVO JUAN JESUS",0.2,NA
"995","04E8",2021,4,385,"ESP","224213920","PESCALBA CUATRO",10.62,"VL1824"
"996","04E8",2021,4,385,"ESP","224217120","TOPACIO",2.19,"VL1824"
"997","04E8",2021,4,385,"ESP","224219320","EL CABRERILLA",4.68,"VL1218"
"998","04E8",2021,4,385,"ESP","224219330","PEDRO Y AMALIA",3.77,"VL1218"
"999","04E8",2021,4,385,"ESP","224225750","HNOS FUENTES TRES",0.97,"VL1218"
"1000","04E8",2021,4,385,"ESP","224225760","VIRGEN DEL CARMEN",14.54,"VL1218"
"1001","04E8",2021,4,385,"ESP","224333460","EL CAENA",10.1,NA
"1002","04E8",2021,4,385,"ESP","224396270","NUEVO SABOR DEL MAR",8.29,"VL1824"
"1003","04E8",2021,4,385,"ESP","225983852","ALVALUC II",5.83,NA
"1004","04E9",2021,1,644,"ESP","224020390","SOTO DURAN",9.17,NA
"1005","04E9",2021,1,644,"ESP","224020840","PAREDES GARCIA",42.14,"VL1824"
"1006","04E9",2021,1,644,"ESP","224020990","JONATHAN Y ALBA",0.26,"VL1218"
"1007","04E9",2021,1,644,"ESP","224022730","ROSA MARIA JUAREZ",7.07,NA
"1008","04E9",2021,1,644,"ESP","224026780","PESCALBA DOS",39.64,NA
"1009","04E9",2021,1,644,"ESP","224040240","VICENT MATA",2.28,NA
"1010","04E9",2021,1,644,"ESP","224046150","GINES Y ANA",62.65,NA
"1011","04E9",2021,1,644,"ESP","224054950","PERETUJO",94.47,NA
"1012","04E9",2021,1,644,"ESP","224057890","JUAN Y LUCIA",61.72,NA
"1013","04E9",2021,1,644,"ESP","224071340","CRISTO DEL PANO",0.29,"VL1824"
"1014","04E9",2021,1,644,"ESP","224071980","EL VILLA",2.79,"VL1824"
"1015","04E9",2021,1,644,"ESP","224072680","PEPE LASAL UNO",3.73,"VL2440"
"1016","04E9",2021,1,644,"ESP","224082990","ALTHAIA",0.26,"VL1824"
"1017","04E9",2021,1,644,"ESP","224095170","PEREZ SEGURA",2.1,"VL1824"
"1018","04E9",2021,1,644,"ESP","224100120","PESCALBA UNO",48.81,"VL1824"
"1019","04E9",2021,1,644,"ESP","224100160","LOS PICONES",64.05,"VL1824"
"1020","04E9",2021,1,644,"ESP","224116790","MI GRAN ILUSION",362.61,NA
"1021","04E9",2021,1,644,"ESP","224131820","EL GUINAMON",53.8,"VL1824"
"1022","04E9",2021,1,644,"ESP","224138320","ALONSO Y MARIA",19.11,"VL1824"
"1023","04E9",2021,1,644,"ESP","224151990","LORENZO Y FINA",29.9,NA
"1024","04E9",2021,1,644,"ESP","224155590","LOS ALONSOS",27.74,NA
"1025","04E9",2021,1,644,"ESP","224156570","VICTORIA Y PEDRO",39.51,NA
"1026","04E9",2021,1,644,"ESP","224172830","EL CHUMBO",9.67,NA
"1027","04E9",2021,1,644,"ESP","224177240","NUEVO CAMARROJAS",6.24,NA
"1028","04E9",2021,1,644,"ESP","224177460","PAREDES GARCIA DOS",17.43,"VL2440"
"1029","04E9",2021,1,644,"ESP","224190270","ESTRELLA DE MIGUEL",3.11,NA
"1030","04E9",2021,1,644,"ESP","224209630","NUEVO JUAN JESUS",4.3,NA
"1031","04E9",2021,1,644,"ESP","224213920","PESCALBA CUATRO",56.38,"VL1824"
"1032","04E9",2021,1,644,"ESP","224215230","NUEVO HERMANOS RABAL",11.19,NA
"1033","04E9",2021,1,644,"ESP","224217120","TOPACIO",7.14,"VL1824"
"1034","04E9",2021,1,644,"ESP","224219320","EL CABRERILLA",11.27,"VL1218"
"1035","04E9",2021,1,644,"ESP","224219330","PEDRO Y AMALIA",15.47,"VL1218"
"1036","04E9",2021,1,644,"ESP","224225750","HNOS FUENTES TRES",3.21,"VL1218"
"1037","04E9",2021,1,644,"ESP","224225760","VIRGEN DEL CARMEN",14.54,"VL1218"
"1038","04E9",2021,1,644,"ESP","224234720","NUEVO GEMELOS",1.87,NA
"1039","04E9",2021,1,644,"ESP","224333460","EL CAENA",26.89,NA
"1040","04E9",2021,1,644,"ESP","224396270","NUEVO SABOR DEL MAR",10.34,"VL1824"
"1041","04E9",2021,1,644,"ESP","225983852","ALVALUC II",9.95,NA
"1042","04E9",2021,1,920,"ESP","224020390","SOTO DURAN",9.17,NA
"1043","04E9",2021,1,920,"ESP","224020840","PAREDES GARCIA",42.14,"VL1824"
"1044","04E9",2021,1,920,"ESP","224020990","JONATHAN Y ALBA",0.26,"VL1218"
"1045","04E9",2021,1,920,"ESP","224022730","ROSA MARIA JUAREZ",7.07,NA
"1046","04E9",2021,1,920,"ESP","224026780","PESCALBA DOS",39.64,NA
"1047","04E9",2021,1,920,"ESP","224040240","VICENT MATA",2.28,NA
"1048","04E9",2021,1,920,"ESP","224046150","GINES Y ANA",62.65,NA
"1049","04E9",2021,1,920,"ESP","224054950","PERETUJO",94.47,NA
"1050","04E9",2021,1,920,"ESP","224057890","JUAN Y LUCIA",61.72,NA
"1051","04E9",2021,1,920,"ESP","224071340","CRISTO DEL PANO",0.29,"VL1824"
"1052","04E9",2021,1,920,"ESP","224071980","EL VILLA",2.79,"VL1824"
"1053","04E9",2021,1,920,"ESP","224072680","PEPE LASAL UNO",3.73,"VL2440"
"1054","04E9",2021,1,920,"ESP","224082990","ALTHAIA",0.26,"VL1824"
"1055","04E9",2021,1,920,"ESP","224095170","PEREZ SEGURA",2.1,"VL1824"
"1056","04E9",2021,1,920,"ESP","224100120","PESCALBA UNO",48.81,"VL1824"
"1057","04E9",2021,1,920,"ESP","224100160","LOS PICONES",64.05,"VL1824"
"1058","04E9",2021,1,920,"ESP","224116790","MI GRAN ILUSION",362.61,NA
"1059","04E9",2021,1,920,"ESP","224131820","EL GUINAMON",53.8,"VL1824"
"1060","04E9",2021,1,920,"ESP","224138320","ALONSO Y MARIA",19.11,"VL1824"
"1061","04E9",2021,1,920,"ESP","224151990","LORENZO Y FINA",29.9,NA
"1062","04E9",2021,1,920,"ESP","224155590","LOS ALONSOS",27.74,NA
"1063","04E9",2021,1,920,"ESP","224156570","VICTORIA Y PEDRO",39.51,NA
"1064","04E9",2021,1,920,"ESP","224172830","EL CHUMBO",9.67,NA
"1065","04E9",2021,1,920,"ESP","224177240","NUEVO CAMARROJAS",6.24,NA
"1066","04E9",2021,1,920,"ESP","224177460","PAREDES GARCIA DOS",17.43,"VL2440"
"1067","04E9",2021,1,920,"ESP","224190270","ESTRELLA DE MIGUEL",3.11,NA
"1068","04E9",2021,1,920,"ESP","224209630","NUEVO JUAN JESUS",4.3,NA
"1069","04E9",2021,1,920,"ESP","224213920","PESCALBA CUATRO",56.38,"VL1824"
"1070","04E9",2021,1,920,"ESP","224215230","NUEVO HERMANOS RABAL",11.19,NA
"1071","04E9",2021,1,920,"ESP","224217120","TOPACIO",7.14,"VL1824"
"1072","04E9",2021,1,920,"ESP","224219320","EL CABRERILLA",11.27,"VL1218"
"1073","04E9",2021,1,920,"ESP","224219330","PEDRO Y AMALIA",15.47,"VL1218"
"1074","04E9",2021,1,920,"ESP","224225750","HNOS FUENTES TRES",3.21,"VL1218"
"1075","04E9",2021,1,920,"ESP","224225760","VIRGEN DEL CARMEN",14.54,"VL1218"
"1076","04E9",2021,1,920,"ESP","224234720","NUEVO GEMELOS",1.87,NA
"1077","04E9",2021,1,920,"ESP","224333460","EL CAENA",26.89,NA
"1078","04E9",2021,1,920,"ESP","224396270","NUEVO SABOR DEL MAR",10.34,"VL1824"
"1079","04E9",2021,1,920,"ESP","225983852","ALVALUC II",9.95,NA
"1080","04E9",2021,1,5428,"ESP","224020390","SOTO DURAN",9.17,NA
"1081","04E9",2021,1,5428,"ESP","224020840","PAREDES GARCIA",42.14,"VL1824"
"1082","04E9",2021,1,5428,"ESP","224020990","JONATHAN Y ALBA",0.26,"VL1218"
"1083","04E9",2021,1,5428,"ESP","224022730","ROSA MARIA JUAREZ",7.07,NA
"1084","04E9",2021,1,5428,"ESP","224026780","PESCALBA DOS",39.64,NA
"1085","04E9",2021,1,5428,"ESP","224040240","VICENT MATA",2.28,NA
"1086","04E9",2021,1,5428,"ESP","224046150","GINES Y ANA",62.65,NA
"1087","04E9",2021,1,5428,"ESP","224054950","PERETUJO",94.47,NA
"1088","04E9",2021,1,5428,"ESP","224057890","JUAN Y LUCIA",61.72,NA
"1089","04E9",2021,1,5428,"ESP","224071340","CRISTO DEL PANO",0.29,"VL1824"
"1090","04E9",2021,1,5428,"ESP","224071980","EL VILLA",2.79,"VL1824"
"1091","04E9",2021,1,5428,"ESP","224072680","PEPE LASAL UNO",3.73,"VL2440"
"1092","04E9",2021,1,5428,"ESP","224082990","ALTHAIA",0.26,"VL1824"
"1093","04E9",2021,1,5428,"ESP","224095170","PEREZ SEGURA",2.1,"VL1824"
"1094","04E9",2021,1,5428,"ESP","224100120","PESCALBA UNO",48.81,"VL1824"
"1095","04E9",2021,1,5428,"ESP","224100160","LOS PICONES",64.05,"VL1824"
"1096","04E9",2021,1,5428,"ESP","224116790","MI GRAN ILUSION",362.61,NA
"1097","04E9",2021,1,5428,"ESP","224131820","EL GUINAMON",53.8,"VL1824"
